Account,Compound Score,Date,Negative Score,Neutral Score,Positive Score,Text
The New York Times,-0.4951,Wed Mar 07 16:23:02 +0000 2018,0.72,0.201,0.079,Business leaders are lamenting the loss of one of their own from what is among the U.S.’s most important economic p… https://t.co/jQSiXJWgIC
The New York Times,0.2023,Wed Mar 07 16:15:10 +0000 2018,0.417,0.273,0.31,"If ""The Bachelor"" is love, our watchers agree, let's all die alone https://t.co/xc05ijrKCu"
The New York Times,0.2023,Wed Mar 07 16:06:02 +0000 2018,0.913,0.0,0.087,"Stocks fell in early trading on Wall Street, a day after President Trump’s top economic adviser, Gary Cohn, said he… https://t.co/u6bhiuVrqN"
The New York Times,-0.5256,Wed Mar 07 16:00:30 +0000 2018,0.834,0.166,0.0,"In Opinion

Op-Ed contributor Victor Blue writes, ""Afghanistan is more dangerous for civilians than ever. Without r… https://t.co/pvvpG3xXYZ"
The New York Times,0.2023,Wed Mar 07 15:51:07 +0000 2018,0.917,0.0,0.083,"The picture shows a boy perched on a sofa, reaching for a pink flower. It's the sort of snapshot parents all over t… https://t.co/UlAZ7auLOe"
The New York Times,-0.5267,Wed Mar 07 15:39:39 +0000 2018,0.804,0.196,0.0,"RT @nytimesworld: Caught between two allies: The U.S. is under pressure from Turkey, a NATO member, to stop American-backed Kurdish forces…"
The New York Times,0.0,Wed Mar 07 15:37:05 +0000 2018,1.0,0.0,0.0,"In Opinion,

Op-Ed contributor John Quiggin writes, ""Dividing society by generation obscures the real and enduring… https://t.co/WXt8afIYia"
The New York Times,0.2023,Wed Mar 07 15:33:05 +0000 2018,0.913,0.0,0.087,"Anatoly Lein, a Russian-born American chess grandmaster who was among the world's top 30 players at his peak, has d… https://t.co/g5Lhw4W44i"
The New York Times,0.8481,Wed Mar 07 15:30:00 +0000 2018,0.586,0.0,0.414,"Balkrishna Doshi, 90, a pioneer of low-cost housing, was awarded the Pritzker Prize, architecture’s highest honor https://t.co/Vyaev36ebw"
The New York Times,0.4019,Wed Mar 07 15:18:03 +0000 2018,0.617,0.136,0.247,"When her father's request for ""compassionate release"" was finally approved, prison officials told her he'd be comin… https://t.co/SWp3DsZjrD"
The New York Times,0.4215,Wed Mar 07 15:11:06 +0000 2018,0.872,0.0,0.128,EU officials unveiled an array of tariffs that they would place on American-made goods if the United States imposed… https://t.co/raGb0ZOtvu
The New York Times,0.0,Wed Mar 07 15:00:37 +0000 2018,1.0,0.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/CTZm6dLWwI https://t.co/5LoYSE9X98
The New York Times,-0.0258,Wed Mar 07 14:50:11 +0000 2018,0.717,0.163,0.12,Jimmy Kimmel struck back at President Trump after Trump ribbed the Academy Awards show for its low ratings. Our lat… https://t.co/vvXJEuZJ7Q
The New York Times,0.743,Wed Mar 07 14:40:09 +0000 2018,0.741,0.0,0.259,The United States Holocaust Memorial Museum has revoked a prestigious human rights award it had given to Daw Aung S… https://t.co/a7VU7BS5Cz
The New York Times,-0.4404,Wed Mar 07 14:30:05 +0000 2018,0.879,0.121,0.0,"Cynthia Nixon, the ""Sex and the City"" actress, is studying up on the subway: It's a weak spot for Governor Cuomo, w… https://t.co/Xy67VISSG9"
The New York Times,-0.3182,Wed Mar 07 14:15:08 +0000 2018,0.827,0.173,0.0,President Trump's claims are often contradicted by his own economic council https://t.co/y6Rrp52yFH
The New York Times,0.3612,Wed Mar 07 14:00:14 +0000 2018,0.872,0.0,0.128,"""Turning off the buzzing breaking-news machine I carry in my pocket was like unshackling myself from a monster who… https://t.co/uJoNbN2aeT"
The New York Times,-0.3875,Wed Mar 07 13:44:01 +0000 2018,0.859,0.141,0.0,Donald Trump intentionally never signed a nondisclosure agreement in 2016 so that he could later disavow knowledge… https://t.co/QfnUpr91w9
The New York Times,0.0,Wed Mar 07 13:30:20 +0000 2018,1.0,0.0,0.0,"Democrats in Texas's biggest cities came out in large numbers, but Republicans still cast more ballots over all https://t.co/W7zA9zgl9s"
The New York Times,-0.5267,Wed Mar 07 13:14:06 +0000 2018,0.848,0.152,0.0,"For the first time, a Belgian criminal court has convicted a man of ""sexism in the public space,"" for verbally abus… https://t.co/Akm6HzLB6C"
The New York Times,0.0,Wed Mar 07 13:00:32 +0000 2018,1.0,0.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/uJRYazQhjP https://t.co/4H4BoT74GQ
The New York Times,-0.1531,Wed Mar 07 12:45:06 +0000 2018,0.802,0.113,0.085,"Gary Cohn, President Trump's top economic adviser, said that he would resign. His free-trade views clashed with Tru… https://t.co/n3KOtz8jSg"
The New York Times,0.0,Wed Mar 07 12:30:08 +0000 2018,1.0,0.0,0.0,Full results and maps from the Texas primaries https://t.co/WhLZDBW58T
The New York Times,0.0,Wed Mar 07 12:14:07 +0000 2018,1.0,0.0,0.0,A winter storm is set to blanket New York with snow this morning. Here's what you need to know for your commute: https://t.co/dElaiWOkhQ
The New York Times,0.4215,Wed Mar 07 12:00:28 +0000 2018,0.872,0.0,0.128,South Korean envoys said that North Korea was open to negotiations with the United States over its nuclear program https://t.co/DoRWBTTx3q
The New York Times,-0.128,Wed Mar 07 11:44:03 +0000 2018,0.753,0.134,0.113,Republicans fear that moving ahead with the tariffs could send the party — not to mention the economy — spiraling i… https://t.co/0cuEHwIWWc
The New York Times,0.0,Wed Mar 07 11:30:19 +0000 2018,1.0,0.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/FQ9skfd8cD https://t.co/FOqSi6yT1I
The New York Times,0.4215,Wed Mar 07 11:13:02 +0000 2018,0.882,0.0,0.118,The Northeast United States is bracing for the second major winter storm in less than a week. A foot of snow is exp… https://t.co/Jb1W82k8bd
The New York Times,0.0,Wed Mar 07 11:00:26 +0000 2018,1.0,0.0,0.0,"RT @PatrickKingsley: On Sunday, Sergey Skripal seems to have turned right past the library, down an alleyway, past the gym on the left, ove…"
The New York Times,0.0,Wed Mar 07 10:45:12 +0000 2018,1.0,0.0,0.0,How Trump's tariffs would affect Australia https://t.co/DxNa9Uoqdf
The New York Times,0.296,Wed Mar 07 10:30:14 +0000 2018,0.816,0.071,0.112,"RT @nytimesworld: Millions of women and children work as sex slaves in India. Meet the woman who has put her life at risk to rescue 20,000…"
The New York Times,-0.8714,Wed Mar 07 10:16:06 +0000 2018,0.58,0.42,0.0,"""Citizens have become traumatized. People are confused and frightened and many more are refusing to return to their… https://t.co/3I9mkvKTWT"
The New York Times,0.4215,Wed Mar 07 10:00:10 +0000 2018,0.877,0.0,0.123,"George Nader, an adviser to the United Arab Emirates who grew close to Steve Bannon and Jared Kushner, is cooperati… https://t.co/EGTzbbvr4L"
The New York Times,0.4404,Wed Mar 07 09:44:01 +0000 2018,0.813,0.0,0.187,RT @nytimesworld: North Korea’s sudden willingness to bargain with the Trump administration over scrapping the North's atomic arsenal raise…
The New York Times,-0.8126,Wed Mar 07 09:30:06 +0000 2018,0.709,0.291,0.0,"UN investigators have linked Russian forces to a possible war crime in Syria for the first time, reporting that a R… https://t.co/ynSAIA0FwQ"
The New York Times,-0.5106,Wed Mar 07 09:16:04 +0000 2018,0.852,0.148,0.0,RT @nytimesworld: A jaywalker who insulted a female police officer has become the first man convicted under a Belgian law against public se…
The New York Times,-0.3875,Wed Mar 07 09:02:03 +0000 2018,0.792,0.208,0.0,"Stormy Daniels files suit, claiming Trump never signed ""hush agreement"" https://t.co/M7cjoMjSYQ"
The New York Times,-0.5994,Wed Mar 07 08:47:02 +0000 2018,0.813,0.187,0.0,"RT @nytimesworld: As North Korea opens the door to diplomacy, an assassination leads to new American sanctions https://t.co/5EbNUH1qLJ"
The New York Times,-0.3612,Wed Mar 07 08:32:07 +0000 2018,0.8,0.2,0.0,"Low-effort, high-reward cooking for when you're hungry and exhausted https://t.co/BisvP4ThKl https://t.co/BFtCXRh0IA"
The New York Times,0.0,Wed Mar 07 08:17:02 +0000 2018,1.0,0.0,0.0,RT @AKannapell: What We’re Reading: @JaneMayerNYer on Christopher Steele (via @jimrutenberg) and @nkulish on tallness in @topicstories (via…
The New York Times,0.4019,Wed Mar 07 08:09:43 +0000 2018,0.816,0.0,0.184,TRENDING: How Skipping Hotel Housekeeping Can Help the Environment and Your Wallet https://t.co/xygqPAPdZD
The New York Times,0.0,Wed Mar 07 08:02:03 +0000 2018,1.0,0.0,0.0,"In one of China’s biggest cities, the women-only subway cars are full of men https://t.co/yvtLlhRESu"
The New York Times,0.0,Wed Mar 07 07:38:54 +0000 2018,1.0,0.0,0.0,"The actress Cynthia Nixon is talking with 2 veteran Democratic political operatives, a sign that she may be moving… https://t.co/DUSvcFYKbv"
The New York Times,0.0,Wed Mar 07 07:21:27 +0000 2018,1.0,0.0,0.0,One famous designer chair is oozing goop. Another has exploded into puffs of foam. A bookcase’s shelves bubbled as… https://t.co/3PXFWCB6Fn
The New York Times,0.4404,Wed Mar 07 07:04:23 +0000 2018,0.868,0.0,0.132,"""It's always good news when you find penguins,"" a researcher says of the discovery of 1.5 million Adélie penguins i… https://t.co/RRHHQZW7LO"
The New York Times,0.4404,Wed Mar 07 06:48:04 +0000 2018,0.813,0.0,0.187,RT @nytimesworld: North Korea’s sudden willingness to bargain with the Trump administration over scrapping the North's atomic arsenal raise…
The New York Times,0.0,Wed Mar 07 06:41:56 +0000 2018,1.0,0.0,0.0,"Texas Democrats Surge to Polls, in Show of Anti-Trump Sentiment https://t.co/PBsqMXisUY"
The New York Times,-0.8316,Wed Mar 07 06:21:01 +0000 2018,0.372,0.496,0.132,The organizer of the failed Fyre Festival pleaded guilty to federal fraud charges https://t.co/qCeFSNOPKz
The New York Times,0.3182,Wed Mar 07 06:03:13 +0000 2018,0.769,0.086,0.145,"A cruise skeptic tries to enjoy 4 days on the high seas with his family, Mickey and a bunch of princesses https://t.co/novYdBgYIt"
The New York Times,0.4588,Wed Mar 07 05:47:04 +0000 2018,0.726,0.094,0.179,"RT @nytimestravel: Did @jadabird, our 52 Places Traveler, love @DisneySprings. No. But she did have some magical moments. https://t.co/eojt…"
The New York Times,0.0,Wed Mar 07 05:32:02 +0000 2018,1.0,0.0,0.0,How the shape of your ears affects what you hear https://t.co/Dzj8tebpZE
The New York Times,0.3895,Wed Mar 07 05:17:02 +0000 2018,0.743,0.077,0.18,"RT @nytopinion: I got my son involuntarily committed, and it backfired. Laws like the Baker Act aren't a solution to our mental health cris…"
